Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),distance_km
26,4.6,Drinks ,scooter ,17,19.627213905767878
39,4.9,Buffet ,electric_scooter ,28,14.15280068944862
26,4.9,Meal ,scooter ,15,4.657195393807058
23,4.6,Buffet ,scooter ,15,19.66102221350665
23,4.7,Drinks ,motorcycle ,29,12.434585525064866
39,4.0,Drinks ,motorcycle ,39,16.78781488208179
23,4.9,Buffet ,motorcycle ,27,5.8740197354186305
20,4.5,Buffet ,motorcycle ,10,1.552560983126433
21,5.0,Meal ,motorcycle ,10,16.634870118211836
23,4.6,Buffet ,motorcycle ,17,5.959357904254251
23,4.9,Snack ,scooter ,16,3.025061641856169
28,4.5,Snack ,motorcycle ,24,1.5147927355664839
23,4.6,Snack ,scooter ,14,1.5545625412407003
35,4.0,Snack ,scooter ,35,16.47610920349918
26,4.7,Buffet ,motorcycle ,30,10.88107784923287
36,4.8,Meal ,motorcycle ,20,11.719667572431094
50,6.0,Meal ,electric_scooter ,16,9.348431884826278
22,4.7,Meal ,scooter ,25,12.099896960230076
34,5.0,Buffet ,motorcycle ,45,19.976027554946448
37,4.6,Buffet ,motorcycle ,28,13.98984971037147
21,4.7,Meal ,scooter ,15,16.635223376953338
31,5.0,Snack ,scooter ,15,7.545174704993206
31,4.6,Buffet ,motorcycle ,46,16.851738065958607
32,3.8,Meal ,scooter ,38,17.077949437324616
33,3.9,Snack ,scooter ,31,13.830131455506187
26,4.6,Meal ,motorcycle ,16,9.088005113715143
27,5.0,Drinks ,scooter ,10,3375.423600953039
30,4.6,Snack ,scooter ,21,7.448311138215936
29,4.8,Buffet ,motorcycle ,21,4.56126563284071
31,4.1,Buffet ,electric_scooter ,31,6.21086415606354
34,4.9,Drinks ,motorcycle ,48,20.85333460818602
21,4.6,Snack ,scooter ,23,13.971881683316301
36,4.4,Buffet ,scooter ,35,12.417907729746302
21,4.8,Drinks ,motorcycle ,29,17.076407856166536
20,4.9,Meal ,motorcycle ,20,12.074224380435524
26,5.0,Drinks ,motorcycle ,21,13.583332471810195
25,4.7,Meal ,scooter ,25,10.705468478530609
28,4.8,Drinks ,scooter ,15,13.762754362295334
32,5.0,Snack ,motorcycle ,28,1.5204186010643506
32,4.8,Meal ,motorcycle ,28,6.081596950437154
28,4.9,Meal ,motorcycle ,26,16.60095424935038
35,4.9,Buffet ,scooter ,29,3.1050761845074675
35,4.1,Snack ,scooter ,35,6.081142187746012
38,4.6,Meal ,motorcycle ,18,7.772241719523235
28,4.9,Buffet ,motorcycle ,22,1.5300320235211002
25,4.8,Meal ,scooter ,21,3.1161272207711526
24,4.7,Buffet ,motorcycle ,16,7.6495063183287915
20,3.9,Drinks ,motorcycle ,49,7.562317945109334
39,4.6,Buffet ,motorcycle ,45,6.050094908857936
31,4.9,Buffet ,motorcycle ,28,4.470286489434607
35,4.9,Meal ,motorcycle ,30,6.232179267966144
39,4.9,Meal ,electric_scooter ,22,6.119866712015615
22,5.0,Meal ,scooter ,15,3.109059104393369
38,4.6,Drinks ,motorcycle ,29,4.596877706640377
20,4.8,Meal ,motorcycle ,27,7.647092834675519
21,4.7,Buffet ,electric_scooter ,16,20.205788522337425
33,4.6,Buffet ,motorcycle ,25,9.074486316335918
37,4.2,Snack ,motorcycle ,43,6.119692285951988
38,4.8,Snack ,electric_scooter ,26,1.4922901835795404
34,4.8,Snack ,motorcycle ,38,12.419850660252768
33,4.7,Buffet ,motorcycle ,30,10.757168277315147
28,4.9,Meal ,motorcycle ,26,11.007734763744617
20,4.8,Drinks ,scooter ,10,1.5203728379727393
21,4.8,Drinks ,motorcycle ,24,1.5527001159059903
24,4.8,Meal ,scooter ,10,3.058697313879674
29,4.7,Drinks ,motorcycle ,24,3451.760075110313
39,4.1,Buffet ,motorcycle ,37,10.723989806656368
26,4.6,Drinks ,motorcycle ,19,3.040539883060508
21,4.3,Snack ,motorcycle ,17,1.5126978119717678
20,4.8,Drinks ,electric_scooter ,25,6.080949025950904
38,4.1,Snack ,electric_scooter ,44,13.215391250313631
50,6.0,Snack ,electric_scooter ,25,10.278860723637395
35,4.7,Meal ,motorcycle ,25,7.648690101362526
22,5.0,Drinks ,scooter ,17,1.5581369822072066
31,4.5,Meal ,motorcycle ,51,17.098467518755893
35,4.9,Meal ,motorcycle ,28,9.175127291638498
29,5.0,Meal ,motorcycle ,24,6.232150258829198
22,4.8,Drinks ,motorcycle ,11,9.348493190107364
25,4.6,Meal ,motorcycle ,27,3.105095437473336
22,4.9,Buffet ,motorcycle ,24,20.177742451194362
31,4.8,Snack ,motorcycle ,21,6.218076509100711
25,4.5,Buffet ,electric_scooter ,19,20.44292976252901
24,4.9,Buffet ,motorcycle ,23,3.1090243972299714
20,4.8,Snack ,motorcycle ,15,3.109210739496908
27,5.0,Snack ,scooter ,38,13.680927409309072
39,4.6,Snack ,electric_scooter ,19,1.5295062057776052
35,4.8,Drinks ,motorcycle ,44,16.47637106293723
23,4.6,Drinks ,motorcycle ,23,12.463888116757749
28,4.7,Drinks ,motorcycle ,20,9.121350389794664
28,4.8,Meal ,motorcycle ,17,4.5877613789702085
31,4.8,Drinks ,motorcycle ,42,13.990192142064847
30,4.2,Snack ,motorcycle ,42,10.44532520357712
33,4.5,Drinks ,electric_scooter ,26,6.120777222727992
24,4.9,Buffet ,motorcycle ,38,17.29786575291325
24,4.6,Buffet ,motorcycle ,17,6.210168035777162
32,4.8,Drinks ,motorcycle ,31,7.658776111980611
39,4.1,Snack ,motorcycle ,31,3.0182264849996012
36,4.9,Meal ,motorcycle ,27,7.684168603439756
37,4.8,Drinks ,motorcycle ,16,3.01882678715419
32,5.0,Drinks ,motorcycle ,33,7.6481792534738355
35,4.6,Meal ,motorcycle ,35,12.419572625827143
20,4.9,Snack ,scooter ,16,6.14707622035735
25,4.9,Snack ,motorcycle ,22,19.618918347479877
32,3.7,Drinks ,scooter ,39,13.582511011042971
33,3.6,Meal ,scooter ,39,17.138022132927368
31,4.4,Snack ,scooter ,44,13.989695713800396
35,4.5,Buffet ,scooter ,15,7.683782781592616
20,4.8,Meal ,motorcycle ,27,9.059859285712854
32,4.6,Buffet ,scooter ,25,20.85246332426527
26,4.8,Snack ,scooter ,18,1.5203447277401048
35,4.6,Meal ,motorcycle ,26,9.177805335295872
39,4.6,Snack ,scooter ,24,13.620519776563466
21,4.5,Meal ,motorcycle ,18,16.11364371445673
27,4.6,Buffet ,motorcycle ,16,16.72238039080485
22,4.7,Buffet ,motorcycle ,20,19.76188040923094
22,4.4,Drinks ,motorcycle ,40,9.08801379933047
26,4.5,Buffet ,scooter ,14,7.573462889023675
35,4.9,Snack ,scooter ,12,7.648947507755509
36,4.7,Buffet ,scooter ,15,6.081389116676368
29,4.6,Drinks ,motorcycle ,26,12.209411273075192
28,4.8,Snack ,electric_scooter ,40,12.43525673518922
25,4.7,Meal ,scooter ,38,13.971759900424741
38,4.5,Buffet ,electric_scooter ,15,4.674174529063472
32,4.2,Buffet ,motorcycle ,33,10.906553214977128
20,4.1,Snack ,motorcycle ,16,3.116248509790061
31,4.8,Drinks ,scooter ,23,13.763977224427641
21,4.7,Drinks ,scooter ,30,10.865409153294227
27,4.4,Meal ,motorcycle ,36,20.44292976252901
39,4.6,Drinks ,motorcycle ,37,16.384366809227615
20,4.8,Meal ,scooter ,41,10.64228895373868
31,3.7,Snack ,scooter ,44,13.611585111772158
32,4.3,Buffet ,motorcycle ,39,10.88036428627722
35,5.0,Meal ,electric_scooter ,28,1.572533729286321
27,4.7,Meal ,scooter ,21,6.127106344248052
34,5.0,Meal ,scooter ,25,14.022298282479131
28,4.8,Buffet ,motorcycle ,43,13.82927367256702
30,5.0,Drinks ,motorcycle ,37,13.970572124439776
30,4.8,Buffet ,motorcycle ,10,5891.6815912140155
34,4.6,Snack ,motorcycle ,29,1.536828545242727
26,4.8,Snack ,motorcycle ,38,4.663411524934487
24,4.6,Meal ,motorcycle ,25,4.464795317864735
20,4.8,Meal ,scooter ,14,7.790439155314363
35,3.8,Meal ,motorcycle ,35,17.29786575291325
24,4.9,Snack ,scooter ,19,9.056109430302039
33,4.2,Drinks ,motorcycle ,32,6.128846407056886
35,4.6,Meal ,scooter ,15,7.790401360105752
29,5.0,Drinks ,motorcycle ,23,20.206315811338555
29,4.8,Snack ,electric_scooter ,15,6.12841937845769
35,4.4,Buffet ,motorcycle ,21,7.6481792534738355
21,4.2,Snack ,motorcycle ,33,10.444757509939645
35,4.8,Snack ,motorcycle ,27,1.4688455357648884
29,4.6,Meal ,motorcycle ,45,19.761050003538962
27,4.5,Snack ,motorcycle ,27,12.418029175076608
33,4.7,Drinks ,scooter ,19,7.60161677107109
27,4.6,Snack ,scooter ,15,6.29013467763468
39,4.4,Drinks ,scooter ,46,17.076258901183188
32,4.6,Meal ,scooter ,17,9.313614929815012
28,4.9,Drinks ,motorcycle ,29,13.990192142064847
28,4.8,Buffet ,scooter ,28,7.762480218802449
30,4.7,Drinks ,scooter ,23,20.177519993018656
29,4.6,Meal ,scooter ,48,20.181034547352503
31,4.5,Meal ,motorcycle ,51,19.972929947942482
38,4.9,Snack ,scooter ,19,7.772241719523235
33,3.8,Buffet ,scooter ,44,10.564405615161895
27,4.9,Meal ,motorcycle ,28,1.5125746930783428
32,4.5,Drinks ,scooter ,41,12.419724873245404
22,4.8,Snack ,scooter ,13,10.642292301678436
22,4.7,Meal ,electric_scooter ,29,16.824772113250834
25,5.0,Meal ,motorcycle ,27,1.5580772559330351
22,4.6,Buffet ,scooter ,22,10.64201906419996
25,4.0,Buffet ,electric_scooter ,32,7.772241951547947
36,4.6,Drinks ,motorcycle ,21,19.362825446415226
28,4.8,Snack ,motorcycle ,15,17.077821017427635
32,4.7,Buffet ,motorcycle ,26,11.007734763744617
29,4.3,Buffet ,motorcycle ,27,1.5523012503298028
28,4.7,Meal ,scooter ,25,17.09752492719776
31,4.2,Snack ,scooter ,37,9.348112475389563
39,4.8,Buffet ,motorcycle ,23,3.040641621538495
31,4.4,Drinks ,motorcycle ,30,1.572533729286321
35,4.9,Snack ,scooter ,27,4.561113588992224
26,4.7,Buffet ,electric_scooter ,14,4.657528074267875
35,4.6,Meal ,scooter ,26,9.08068382417783
35,5.0,Meal ,motorcycle ,34,7.772466272035551
35,4.9,Drinks ,motorcycle ,21,9.315702005351538
27,5.0,Snack ,scooter ,25,7.761780026108867
29,4.5,Meal ,motorcycle ,15,1.5125686168842198
30,4.5,Drinks ,motorcycle ,26,20.831404268801418
27,4.3,Buffet ,motorcycle ,20,1.55813398149798
32,4.8,Meal ,motorcycle ,21,1.5148058859292481
36,5.0,Snack ,motorcycle ,34,10.866261860714015
20,5.0,Snack ,scooter ,26,19.975632175541914
31,4.4,Snack ,motorcycle ,38,4.674181485440602
29,5.0,Drinks ,motorcycle ,17,3.1089883297657854
36,4.8,Snack ,scooter ,21,7.6838087174265155
30,5.0,Snack ,motorcycle ,37,19.975286862388522
27,4.4,Buffet ,scooter ,44,13.587535883355642
34,4.5,Drinks ,scooter ,15,17.076725433736605
32,4.3,Snack ,motorcycle ,39,19.884989093916975
38,4.3,Snack ,motorcycle ,30,1.509479521227172
26,4.8,Snack ,motorcycle ,41,10.427667505405807
35,4.7,Meal ,scooter ,43,20.182482607604513
28,4.5,Buffet ,motorcycle ,20,10.723286946137813
26,4.1,Snack ,motorcycle ,33,4.579040250041773
38,4.9,Snack ,motorcycle ,24,13.62097358455405
24,4.7,Snack ,scooter ,21,3.0405415100027917
20,4.5,Buffet ,electric_scooter ,28,12.417003842687146
29,4.6,Buffet ,motorcycle ,22,10.88093543843387
29,4.9,Snack ,motorcycle ,12,17.07644834661623
31,4.9,Meal ,motorcycle ,49,4.657999585570663
38,4.9,Buffet ,scooter ,31,4.537653689675138
31,4.9,Snack ,scooter ,30,6.128804224238059
38,4.8,Snack ,motorcycle ,20,16.601276790345967
29,4.5,Buffet ,scooter ,24,13.829314445199353
31,4.7,Snack ,motorcycle ,22,16.824864367093813
27,4.7,Snack ,motorcycle ,14,13.405971717381743
29,4.9,Snack ,motorcycle ,26,19.688308620509062
37,4.7,Meal ,electric_scooter ,17,17.29786575291325
22,4.9,Drinks ,scooter ,15,4.717601092054723
28,4.5,Buffet ,motorcycle ,21,11.917680464391145
30,4.8,Snack ,scooter ,30,20.181172140809302
25,4.0,Drinks ,motorcycle ,38,6.29013467763468
29,4.6,Drinks ,scooter ,24,12.580267822400963
30,5.0,Buffet ,scooter ,48,13.583302501334016
20,4.8,Buffet ,scooter ,20,13.763977224427641
23,4.7,Buffet ,motorcycle ,24,13.973037056670602
28,4.7,Drinks ,motorcycle ,20,13.68237887648496
33,4.2,Buffet ,motorcycle ,27,9.315035594044879
33,4.1,Drinks ,motorcycle ,36,14.15280068944862
21,4.7,Snack ,scooter ,22,4.717601092054723
27,4.5,Snack ,motorcycle ,29,16.388699354723066
26,4.7,Meal ,motorcycle ,26,16.852688970823085
29,5.0,Buffet ,electric_scooter ,17,10.683856793292962
35,4.8,Snack ,scooter ,14,4.674644234401863
39,4.9,Drinks ,electric_scooter ,28,13.610877575672198
29,4.6,Drinks ,scooter ,19,20.180635114114718
22,4.8,Meal ,motorcycle ,19,2.979521049499924
25,4.7,Meal ,motorcycle ,24,7.64537402705469
30,4.9,Drinks ,scooter ,26,7.448303502970493
37,4.5,Meal ,motorcycle ,29,3.073782598017619
29,4.9,Snack ,scooter ,19,4.53754359959467
28,4.8,Drinks ,motorcycle ,29,9.121049806498666
29,4.1,Drinks ,scooter ,35,12.463941144204773
25,4.4,Buffet ,motorcycle ,18,1.5102059212854184
29,4.6,Drinks ,motorcycle ,11,4.656902198106395
28,4.8,Meal ,scooter ,19,6.29013467763468
28,4.1,Buffet ,motorcycle ,21,4.469166522803337
39,4.3,Buffet ,scooter ,31,3.0645104714747093
31,4.8,Buffet ,scooter ,18,9.315725653468126
24,4.2,Meal ,scooter ,39,13.788282220013778
34,3.6,Drinks ,electric_scooter ,31,14.0219570899938
24,4.8,Meal ,scooter ,39,13.406473968860336
27,4.7,Buffet ,scooter ,15,7.8028669927510785
31,4.8,Buffet ,motorcycle ,28,7.461062763989528
31,5.0,Snack ,scooter ,15,20.44292976252901
28,4.9,Snack ,motorcycle ,19,1.5322015943257514
20,4.7,Meal ,scooter ,12,6.040077478866117
23,4.7,Drinks ,motorcycle ,26,7.562414628937605
37,4.9,Buffet ,motorcycle ,16,7.762510040102141
28,4.7,Snack ,scooter ,18,4.610073053799191
20,5.0,Drinks ,scooter ,17,9.177484636525243
39,4.9,Drinks ,motorcycle ,36,12.435204072231338
36,4.8,Meal ,motorcycle ,27,7.562267471532845
35,4.2,Snack ,motorcycle ,37,10.280009835772024
24,4.8,Meal ,scooter ,18,9.0554769335006
23,4.5,Drinks ,motorcycle ,22,17.29786575291325
32,4.8,Buffet ,scooter ,23,1.572533729286321
37,4.1,Buffet ,electric_scooter ,38,1.4898285870179706
37,4.6,Buffet ,motorcycle ,17,7.562491288861812
39,4.8,Drinks ,motorcycle ,24,2.937443361922329
37,4.8,Meal ,motorcycle ,29,17.29786575291325
37,4.6,Meal ,scooter ,25,3.1046320933512375
24,4.3,Snack ,motorcycle ,26,1.5203682291094078
35,4.9,Drinks ,scooter ,26,1.5545625412407003
35,4.9,Snack ,motorcycle ,26,6.175440417126042
26,4.4,Snack ,motorcycle ,24,3.0527568573078243
30,4.0,Snack ,motorcycle ,28,3.1161272207711526
34,4.7,Drinks ,scooter ,20,3.073687981631253
25,4.5,Snack ,motorcycle ,22,1.5204186010643506
37,4.2,Buffet ,scooter ,37,19.362561679297382
25,4.5,Drinks ,electric_scooter ,22,9.326940869812143
20,4.6,Drinks ,scooter ,20,12.108726603462411
31,4.9,Meal ,motorcycle ,29,7.772241951547947
26,4.2,Drinks ,electric_scooter ,43,10.683393573517062
37,4.6,Snack ,motorcycle ,32,13.583078662317007
23,5.0,Snack ,motorcycle ,32,20.253459166411545
37,4.5,Meal ,motorcycle ,25,9.314907489514155
29,4.9,Snack ,motorcycle ,38,12.293745665244252
23,4.2,Snack ,motorcycle ,37,6.146925931738805
32,4.0,Meal ,motorcycle ,38,6.209442398392529
23,4.7,Drinks ,motorcycle ,29,6.29013467763468
32,4.4,Meal ,motorcycle ,54,13.969116967730173
30,4.9,Drinks ,motorcycle ,24,9.220418694558179
36,4.9,Drinks ,motorcycle ,37,10.602467987619507
28,4.7,Buffet ,motorcycle ,46,12.161642370389037
37,4.8,Drinks ,scooter ,26,10.5652785705811
35,4.7,Meal ,motorcycle ,23,10.683789736660017
30,4.8,Snack ,scooter ,36,12.580267822400963
21,4.7,Drinks ,scooter ,10,3.073391571443161
32,4.9,Snack ,scooter ,17,7.8626681674103684
20,4.8,Buffet ,scooter ,18,12.580267822400963
28,4.9,Buffet ,motorcycle ,39,13.631339548300275
32,3.8,Snack ,motorcycle ,34,13.619596838647382
36,4.9,Drinks ,scooter ,32,7.448937379729502
32,4.5,Buffet ,motorcycle ,27,13.765934616154562
36,4.5,Meal ,motorcycle ,23,10.881249731552508
30,4.9,Snack ,scooter ,25,9.075352487619899
20,4.7,Snack ,motorcycle ,12,1.5367187556842812
26,4.9,Buffet ,scooter ,28,16.830905551931956
39,4.6,Snack ,scooter ,15,12.465199139446781
26,4.1,Snack ,motorcycle ,31,12.580267822400963
26,4.6,Snack ,motorcycle ,23,16.47660369434282
24,4.1,Drinks ,motorcycle ,16,1.4883145491309553
29,4.6,Buffet ,scooter ,18,3.0737721530635387
22,4.8,Buffet ,motorcycle ,21,4.682081538285076
37,4.7,Snack ,scooter ,19,3.145067434621583
27,5.0,Snack ,scooter ,28,20.253686746640913
39,4.1,Buffet ,motorcycle ,25,1.5368020663947328
28,4.3,Meal ,motorcycle ,50,6.050486021641428
29,4.6,Snack ,motorcycle ,17,13.893925249840061
36,4.9,Snack ,motorcycle ,54,10.757108800258132
34,4.7,Drinks ,scooter ,22,6.29013467763468
38,4.6,Snack ,motorcycle ,21,4.610456146048326
27,5.0,Drinks ,motorcycle ,23,9.435201537430714
29,4.6,Drinks ,scooter ,29,1.5124736191451338
26,4.7,Drinks ,motorcycle ,24,6.04999326769204
33,4.6,Drinks ,motorcycle ,36,12.209864132447649
28,4.5,Snack ,motorcycle ,26,20.253686746640913
20,4.9,Meal ,scooter ,14,6.232193723015724
29,4.5,Snack ,motorcycle ,21,3.105091096509636
34,4.9,Drinks ,motorcycle ,29,1.554508559519504
25,4.6,Snack ,motorcycle ,19,3.0251533668867396
31,5.0,Snack ,scooter ,26,10.756697879102619
32,4.6,Drinks ,scooter ,32,6.037474189824093
21,4.7,Meal ,scooter ,11,13.97194896017493
39,5.0,Meal ,scooter ,38,7.490187108752871
30,4.3,Drinks ,motorcycle ,34,1.4901739564930154
20,4.9,Snack ,motorcycle ,28,6.29013467763468
33,5.0,Drinks ,scooter ,13,1.520431947999248
35,4.7,Snack ,motorcycle ,30,12.099354574706966
23,4.9,Drinks ,motorcycle ,29,19.658727827948923
32,4.0,Buffet ,motorcycle ,31,4.528162065607132
31,4.6,Drinks ,scooter ,21,6.232341754608859
35,4.9,Meal ,motorcycle ,47,12.073551890748645
35,4.5,Meal ,motorcycle ,28,6.147092755626801
35,4.4,Snack ,scooter ,37,10.594458830147769
27,4.5,Drinks ,motorcycle ,20,8.936297424957562
24,4.9,Snack ,motorcycle ,23,20.856833724898493
32,5.0,Snack ,motorcycle ,20,9.314862687658115
22,4.9,Meal ,motorcycle ,36,16.90290152749197
28,5.0,Snack ,motorcycle ,11,6.147160558529004
30,4.0,Buffet ,motorcycle ,25,1.5148048951935007
23,4.6,Drinks ,motorcycle ,19,1.5203573134022046
29,4.8,Snack ,motorcycle ,27,6.128627670485153
21,4.8,Meal ,scooter ,25,16.902909983695867
26,4.2,Buffet ,motorcycle ,18,3.04081604085675
28,2.7,Meal ,scooter ,35,16.72238039080485
30,4.7,Buffet ,scooter ,18,7.761726486394523
27,4.7,Snack ,electric_scooter ,10,7.7626338661018774
23,4.9,Buffet ,motorcycle ,13,6.209259882041872
38,4.6,Buffet ,motorcycle ,16,4.67431885403065
24,4.8,Drinks ,motorcycle ,19,10.867434750937747
23,4.0,Drinks ,motorcycle ,38,12.162115707005645
31,5.0,Drinks ,motorcycle ,20,16.60119759495163
24,4.7,Buffet ,scooter ,25,13.583267699065033
20,4.9,Meal ,motorcycle ,20,1.5093571915760948
33,4.9,Drinks ,electric_scooter ,25,9.348403522662325
28,4.9,Snack ,scooter ,20,6.058825169286296
34,3.5,Drinks ,motorcycle ,31,19.883251553020397
20,4.5,Snack ,motorcycle ,20,13.68204452608078
28,4.9,Buffet ,motorcycle ,36,19.08960903186475
36,4.7,Meal ,scooter ,28,4.537516076226438
24,4.9,Meal ,scooter ,24,16.635223376953338
38,3.9,Drinks ,scooter ,43,19.976712110350487
29,4.1,Drinks ,motorcycle ,28,4.544232356931077
22,4.2,Drinks ,motorcycle ,34,3.025279772423236
24,4.6,Snack ,motorcycle ,25,13.766116995711348
36,4.3,Snack ,scooter ,34,4.544228016639666
26,4.9,Meal ,motorcycle ,20,4.469157679084987
27,4.9,Snack ,electric_scooter ,14,10.865065738215941
33,3.6,Buffet ,scooter ,41,16.150667360477375
35,4.7,Snack ,scooter ,18,12.46418980459368
20,4.6,Snack ,motorcycle ,17,1.4897995018082963
34,4.7,Buffet ,motorcycle ,31,7.7626338661018774
30,3.6,Drinks ,scooter ,37,10.48574789633866
24,4.7,Drinks ,electric_scooter ,33,12.079253649322107
24,4.9,Snack ,motorcycle ,21,10.428148593687968
27,4.5,Drinks ,motorcycle ,20,1.509460397835505
31,4.6,Buffet ,motorcycle ,29,1.572533729286321
32,4.3,Buffet ,motorcycle ,38,20.286594955476687
21,4.3,Snack ,scooter ,38,10.72504264384306
29,4.6,Snack ,motorcycle ,21,5995.183864331772
38,4.7,Buffet ,scooter ,29,20.176414243687514
28,4.6,Drinks ,motorcycle ,14,1.5127140854704322
39,4.4,Meal ,motorcycle ,43,12.417687564200063
24,4.5,Buffet ,scooter ,19,13.829019124454268
26,4.7,Buffet ,scooter ,19,4.544194013501194
30,4.2,Buffet ,motorcycle ,44,7.8626681674103684
37,4.6,Snack ,motorcycle ,16,1.4897768153112216
37,4.8,Buffet ,scooter ,18,5.9922347624086845
36,4.6,Meal ,motorcycle ,30,12.238686345324815
33,4.9,Snack ,scooter ,11,1.572533729286321
24,4.5,Buffet ,motorcycle ,22,4.476897300672637
39,5.0,Buffet ,scooter ,28,9.326829542520468
29,4.8,Drinks ,electric_scooter ,27,6.232189890723436
26,4.9,Snack ,scooter ,26,6.1469671519338895
27,4.5,Snack ,motorcycle ,25,6.146764727341459
33,3.8,Snack ,motorcycle ,33,10.905993510336609
24,5.0,Buffet ,motorcycle ,32,9.220550607824233
30,4.7,Snack ,motorcycle ,20,3.05960707159485
37,4.6,Meal ,motorcycle ,15,1.5580841994904557
38,4.8,Drinks ,motorcycle ,19,20.18125982649362
33,3.9,Buffet ,scooter ,32,13.612594236925657
32,4.9,Buffet ,motorcycle ,24,1.532234790495708
31,4.8,Snack ,scooter ,28,3.0877926036871326
29,4.6,Drinks ,scooter ,20,4.537553114731602
32,4.6,Buffet ,scooter ,24,3.0189114817580243
39,5.0,Meal ,scooter ,15,6.210069011405746
36,5.0,Drinks ,scooter ,37,13.97191478756942
39,4.6,Meal ,scooter ,30,6.232193723015724
24,4.7,Buffet ,scooter ,18,7.790489304769407
29,4.6,Meal ,motorcycle ,22,10.865084189986677
30,4.9,Buffet ,scooter ,25,12.100108934661812
30,3.7,Meal ,scooter ,39,12.238686345324815
24,5.0,Meal ,scooter ,17,7.7725232004434295
32,4.6,Snack ,motorcycle ,18,12.43525673518922
34,4.9,Snack ,scooter ,25,6.209259882041872
28,4.9,Drinks ,motorcycle ,25,11.007734763744617
24,4.9,Snack ,motorcycle ,22,2.9303450916192486
34,4.9,Drinks ,motorcycle ,26,2.9961936989582854
25,4.9,Drinks ,electric_scooter ,14,16.648664613481703
24,5.0,Buffet ,motorcycle ,22,12.435204072231338
29,4.8,Snack ,scooter ,27,4.537516076226438
30,4.8,Meal ,scooter ,17,13.968842021961057
29,4.4,Snack ,motorcycle ,15,1.5522933461661421
24,4.6,Snack ,motorcycle ,24,7.790525266841046
32,4.9,Meal ,scooter ,16,7.325363198237402
22,4.4,Buffet ,scooter ,32,20.506343001219367
38,4.7,Snack ,motorcycle ,24,11.923472540743209
25,4.6,Snack ,motorcycle ,18,3.0186622920269803
20,4.4,Meal ,motorcycle ,34,13.973947080769713
28,4.5,Snack ,motorcycle ,48,3.1091344143312867
21,4.7,Meal ,motorcycle ,18,1.5204186010643506
29,2.7,Meal ,scooter ,36,17.076407856166536
30,4.9,Meal ,scooter ,15,2.9795405223586338
20,4.9,Buffet ,motorcycle ,14,7.790314135591859
36,4.6,Meal ,motorcycle ,46,13.788581570141362
24,5.0,Meal ,scooter ,33,9.07484893630857
27,4.6,Drinks ,motorcycle ,29,6.209141643213009
32,4.9,Buffet ,motorcycle ,24,9.087937068015972
20,4.7,Meal ,motorcycle ,15,9.17813837505589
25,4.8,Drinks ,scooter ,16,11.916994721599236
30,5.0,Meal ,motorcycle ,30,13.787803344501583
26,4.7,Drinks ,scooter ,41,10.427575355310204
33,4.8,Buffet ,motorcycle ,28,12.100079055614344
31,4.0,Buffet ,electric_scooter ,35,11.719793996060904
35,4.8,Buffet ,scooter ,22,7.546876906900249
21,4.7,Snack ,scooter ,26,12.116939023592712
26,4.6,Meal ,motorcycle ,18,7.7613504048972315
35,5.0,Meal ,scooter ,43,14.15280068944862
33,4.3,Buffet ,motorcycle ,31,10.707144604562082
32,4.5,Drinks ,scooter ,30,9.326725258722023
37,4.9,Meal ,scooter ,30,17.076712975302453
22,4.7,Meal ,scooter ,28,16.824864367093813
31,4.7,Drinks ,motorcycle ,29,1.5147814055665174
38,4.7,Drinks ,motorcycle ,28,20.178916924749682
35,4.8,Snack ,motorcycle ,26,7.5620699721624804
29,4.3,Snack ,motorcycle ,22,9.193373039577208
24,4.8,Meal ,motorcycle ,15,9.0811043656784
38,4.7,Buffet ,scooter ,27,4.657987774595949
29,4.0,Buffet ,motorcycle ,36,4.470346734255946
31,4.4,Meal ,motorcycle ,34,4.596951629499114
26,4.4,Buffet ,motorcycle ,28,9.313614929815012
28,4.9,Buffet ,motorcycle ,26,6.232193723015724
22,4.9,Buffet ,electric_scooter ,24,9.348431884826278
24,4.9,Snack ,motorcycle ,23,10.867908640310418
25,5.0,Snack ,scooter ,34,20.44292976252901
29,4.6,Buffet ,scooter ,33,13.620429458669873
32,4.8,Meal ,scooter ,26,1.5545816630911855
34,4.8,Buffet ,motorcycle ,34,9.348433430020535
39,3.5,Drinks ,scooter ,37,19.042595484787427
28,4.6,Snack ,motorcycle ,23,7.547357671334388
26,4.6,Drinks ,scooter ,11,5.95776607270054
39,4.6,Meal ,scooter ,26,9.075352487619899
30,4.9,Buffet ,scooter ,30,6.050486021641428
37,4.8,Snack ,scooter ,28,9.314976789360623
31,3.9,Buffet ,scooter ,36,19.91703823583007
36,4.9,Buffet ,motorcycle ,26,13.612447554496786
33,4.3,Meal ,motorcycle ,35,17.09875410817548
32,4.6,Drinks ,motorcycle ,24,7.546361142984559
37,4.6,Drinks ,motorcycle ,53,12.465199139446781
21,4.7,Meal ,scooter ,24,1.4687537191562712
20,4.9,Snack ,motorcycle ,19,13.406000552536867
25,5.0,Snack ,scooter ,18,1.5126000890232916
28,4.7,Buffet ,scooter ,16,6.176541436788837
26,4.8,Buffet ,motorcycle ,22,3.145067434621583
30,3.5,Drinks ,scooter ,42,12.417687564200063
22,4.8,Buffet ,motorcycle ,31,10.757050667280428
24,4.7,Drinks ,motorcycle ,27,17.29786575291325
